ID,Prob1
68485, 0.65
68486, 0.04
68487, 0.31
68488, 0.65
68489, 0.05
68490, 0.36
68491, 0.50
68492, 0.64
68493, 0.68
68494, 0.05
68495, 0.05
68496, 0.95
68497, 0.10
68498, 0.05
68499, 0.31
68500, 0.42
68501, 0.05
68502, 0.68
68503, 0.18
68504, 0.05
68505, 0.05
68506, 0.05
68507, 0.03
68508, 0.25
68509, 0.03
68510, 0.22
68511, 0.05
68512, 0.05
68513, 0.75
68514, 0.88
68515, 0.32
68516, 0.81
68517, 0.15
68518, 0.45
68519, 0.46
68520, 0.77
68521, 0.50
68522, 0.20
68523, 0.35
68524, 0.21
68525, 0.04
68526, 0.05
68527, 0.05
68528, 0.34
68529, 0.15
68530, 0.05
68531, 0.32
68532, 0.47
68533, 0.54
68534, 0.34
68535, 0.62
68536, 0.23
68537, 0.45
68538, 0.05
68539, 0.09
68540, 0.04
68541, 0.05
68542, 0.04
68543, 0.03
68544, 0.50
68545, 0.21
68546, 0.15
68547, 0.55
68548, 0.35
68549, 0.17
68550, 0.55
68551, 0.62
68552, 0.05
68553, 0.50
68554, 0.04
68555, 0.12
68556, 0.75
68557, 0.42
68558, 0.04
68559, 0.05
68560, 0.14
68561, 0.10
68562, 0.97
68563, 0.12
68564, 0.04
68565, 0.11
68566, 0.05
68567, 0.35
68568, 0.25
68569, 0.42
68570, 0.25
68571, 0.72
68572, 0.41
68573, 0.71
68574, 0.84
68575, 0.12
68576, 0.55
68577, 0.04
68578, 0.95
68579, 0.12
68580, 0.96
68581, 0.21
68582, 0.96
68583, 0.04
68584, 0.16
68585, 0.35
68586, 0.09
68587, 0.83
68588, 0.79
68589, 0.68
68590, 0.04
68591, 0.05
68592, 0.91
68593, 0.46
68594, 0.15
68595, 0.03
68596, 0.25
68597, 0.27
68598, 0.31
68599, 0.50
68600, 0.42
68601, 0.04
68602, 0.03
68603, 0.35
68604, 0.45
68605, 0.42
68606, 0.04
68607, 0.75
68608, 0.61
68609, 0.17
68610, 0.23
68611, 0.03
68612, 0.78
68613, 0.09
68614, 0.04
68615, 0.85
68616, 0.04
68617, 0.16
68618, 0.05
68619, 0.20
68620, 0.46
68621, 0.31
68622, 0.27
68623, 0.90
68624, 0.50
68625, 0.04
68626, 0.62
68627, 0.39
68628, 0.57
68629, 0.15
68630, 0.78
68631, 0.29
68632, 0.32
68633, 0.04
68634, 0.05
68635, 0.03
68636, 0.03
68637, 0.14
68638, 0.90
68639, 0.28
68640, 0.32
68641, 0.30
68642, 0.68
68643, 0.03
68644, 0.14
68645, 0.01
68646, 0.05
68647, 0.09
68648, 0.54
68649, 0.21
68650, 0.86
68651, 0.68
68652, 0.86
68653, 0.96
68654, 0.05
68655, 0.81
68656, 0.47
68657, 0.77
68658, 0.53
68659, 0.04
68660, 0.05
68661, 0.50
68662, 0.29
68663, 0.45
68664, 0.46
68665, 0.47
68666, 0.45
68667, 0.70
68668, 0.23
68669, 0.03
68670, 0.46
68671, 0.05
68672, 0.96
68673, 0.97
68674, 0.25
68675, 0.04
68676, 0.23
68677, 0.15
68678, 0.50
68679, 0.27
68680, 0.15
68681, 0.10
68682, 0.85
68683, 0.58
68684, 0.04
68685, 0.73
68686, 0.03
68687, 0.45
68688, 0.50
68689, 0.91
68690, 0.57
68691, 0.05
68692, 0.15
68693, 0.04
68694, 0.64
68695, 0.05
68696, 0.96
68697, 0.35
68698, 0.04
68699, 0.55
68700, 0.88
68701, 0.11
68702, 0.70
68703, 0.04
68704, 0.29
68705, 0.04
68706, 0.23
68707, 0.88
68708, 0.58
68709, 0.28
68710, 0.50
68711, 0.26
68712, 0.41
68713, 0.29
68714, 0.05
68715, 0.95
68716, 0.23
68717, 0.15
68718, 0.70
68719, 0.04
68720, 0.54
68721, 0.14
68722, 0.21
68723, 0.85
68724, 0.59
68725, 0.50
68726, 0.54
68727, 0.54
68728, 0.34
68729, 0.15
68730, 0.03
68731, 0.30
68732, 0.65
68733, 0.79
68734, 0.03
68735, 0.43
68736, 0.75
68737, 0.05
68738, 0.03
68739, 0.21
68740, 0.03
68741, 0.05
68742, 0.29
68743, 0.45
68744, 0.26
68745, 0.12
68746, 0.32
68747, 0.21
68748, 0.96
68749, 0.32
68750, 0.15
68751, 0.15
68752, 0.23
68753, 0.03
68754, 0.32
68755, 0.05
68756, 0.38
68757, 0.16
68758, 0.14
68759, 0.05
68760, 0.05
68761, 0.15
68762, 0.85
68763, 0.97
68764, 0.17
68765, 0.04
68766, 0.23
68767, 0.03
68768, 0.05
68769, 0.91
68770, 0.14
68771, 0.02
68772, 0.42
68773, 0.04
68774, 0.05
68775, 0.05
68776, 0.04
68777, 0.54
68778, 0.03
68779, 0.05
68780, 0.63
68781, 0.53
68782, 0.63
68783, 0.65
68784, 0.19
68785, 0.05
68786, 0.39
68787, 0.50
68788, 0.54
68789, 0.15
68790, 0.79
68791, 0.58
68792, 0.20
68793, 0.05
68794, 0.04
68795, 0.14
68796, 0.12
68797, 0.04
68798, 0.85
68799, 0.55
68800, 0.15
68801, 0.04
68802, 0.15
68803, 0.85
68804, 0.46
68805, 0.25
68806, 0.04
68807, 0.95
68808, 0.05
68809, 0.21
68810, 0.45
68811, 0.03
68812, 0.03
68813, 0.05
68814, 0.23
68815, 0.30
68816, 0.15
68817, 0.79
68818, 0.23
68819, 0.25
68820, 0.12
68821, 0.04
68822, 0.04
68823, 0.75
68824, 0.25
68825, 0.45
68826, 0.71
68827, 0.04
68828, 0.12
68829, 0.16
68830, 0.97
68831, 0.05
68832, 0.05
68833, 0.03
68834, 0.05
68835, 0.96
68836, 0.59
68837, 0.50
68838, 0.38
68839, 0.96
68840, 0.35
68841, 0.17
68842, 0.15
68843, 0.04
68844, 0.43
68845, 0.35
68846, 0.23
68847, 0.16
68848, 0.16
68849, 0.05
68850, 0.65
68851, 0.03
68852, 0.05
68853, 0.35
68854, 0.04
68855, 0.41
68856, 0.50
68857, 0.03
68858, 0.82
68859, 0.04
68860, 0.25
68861, 0.04
68862, 0.04
68863, 0.23
68864, 0.50
68865, 0.47
68866, 0.34
68867, 0.54
68868, 0.79
68869, 0.25
68870, 0.35
68871, 0.79
68872, 0.72
68873, 0.03
68874, 0.83
68875, 0.55
68876, 0.29
68877, 0.04
68878, 0.62
68879, 0.05
68880, 0.87
68881, 0.03
68882, 0.23
68883, 0.23
68884, 0.14
68885, 0.25
68886, 0.03
68887, 0.46
68888, 0.43
68889, 0.32
68890, 0.68
68891, 0.89
68892, 0.96
68893, 0.14
68894, 0.42
68895, 0.55
68896, 0.97
68897, 0.77
68898, 0.05
68899, 0.12
68900, 0.55
68901, 0.62
68902, 0.04
68903, 0.61
68904, 0.55
68905, 0.75
68906, 0.03
68907, 0.98
68908, 0.95
68909, 0.05
68910, 0.04
68911, 0.03
68912, 0.04
68913, 0.03
68914, 0.85
68915, 0.11
68916, 0.86
68917, 0.15
68918, 0.46
68919, 0.77
68920, 0.57
68921, 0.63
68922, 0.75
68923, 0.86
68924, 0.14
68925, 0.03
68926, 0.25
68927, 0.27
68928, 0.04
68929, 0.05
68930, 0.82
68931, 0.75
68932, 0.17
68933, 0.54
68934, 0.04
68935, 0.35
68936, 0.04
68937, 0.05
68938, 0.29
68939, 0.95
68940, 0.04
68941, 0.95
68942, 0.25
68943, 0.88
68944, 0.25
68945, 0.15
68946, 0.71
68947, 0.13
68948, 0.31
68949, 0.04
68950, 0.05
68951, 0.85
68952, 0.12
68953, 0.03
68954, 0.35
68955, 0.25
68956, 0.26
68957, 0.19
68958, 0.43
68959, 0.05
68960, 0.05
68961, 0.85
68962, 0.65
68963, 0.54
68964, 0.68
68965, 0.04
68966, 0.68
68967, 0.68
68968, 0.85
68969, 0.55
68970, 0.23
68971, 0.23
68972, 0.15
68973, 0.04
68974, 0.10
68975, 0.03
68976, 0.23
68977, 0.03
68978, 0.12
68979, 0.17
68980, 0.66
68981, 0.29
68982, 0.05
68983, 0.75
68984, 0.55
68985, 0.23
68986, 0.72
68987, 0.45
68988, 0.05
68989, 0.22
68990, 0.05
68991, 0.85
68992, 0.25
68993, 0.04
68994, 0.45
68995, 0.25
68996, 0.03
68997, 0.05
68998, 0.55
68999, 0.32
69000, 0.09
69001, 0.04
69002, 0.96
69003, 0.66
69004, 0.88
69005, 0.45
69006, 0.21
69007, 0.96
69008, 0.05
69009, 0.09
69010, 0.97
69011, 0.03
69012, 0.66
69013, 0.19
69014, 0.18
69015, 0.68
69016, 0.04
69017, 0.12
69018, 0.04
69019, 0.96
69020, 0.05
69021, 0.43
69022, 0.04
69023, 0.04
69024, 0.03
69025, 0.54
69026, 0.05
69027, 0.05
69028, 0.46
69029, 0.46
69030, 0.40
69031, 0.15
69032, 0.95
69033, 0.27
69034, 0.23
69035, 0.18
69036, 0.03
69037, 0.97
69038, 0.89
69039, 0.03
69040, 0.53
69041, 0.04
69042, 0.77
69043, 0.27
69044, 0.31
69045, 0.04
69046, 0.38
69047, 0.26
69048, 0.97
69049, 0.05
69050, 0.35
69051, 0.05
69052, 0.85
69053, 0.54
69054, 0.61
69055, 0.39
69056, 0.04
69057, 0.03
69058, 0.03
69059, 0.89
69060, 0.04
69061, 0.03
69062, 0.65
69063, 0.97
69064, 0.04
69065, 0.03
69066, 0.35
69067, 0.04
69068, 0.03
69069, 0.05
69070, 0.05
69071, 0.63
69072, 0.66
69073, 0.75
69074, 0.04
69075, 0.54
69076, 0.04
69077, 0.05
69078, 0.72
69079, 0.55
69080, 0.68
69081, 0.15
69082, 0.55
69083, 0.03
69084, 0.35
69085, 0.61
69086, 0.05
69087, 0.29
69088, 0.36
69089, 0.14
69090, 0.54
69091, 0.19
69092, 0.16
69093, 0.23
69094, 0.61
69095, 0.03
69096, 0.70
69097, 0.12
69098, 0.73
69099, 0.41
69100, 0.96
69101, 0.50
69102, 0.41
69103, 0.05
69104, 0.03
69105, 0.35
69106, 0.21
69107, 0.55
69108, 0.54
69109, 0.45
69110, 0.12
69111, 0.31
69112, 0.26
69113, 0.12
69114, 0.46
69115, 0.05
69116, 0.75
69117, 0.05
69118, 0.04
69119, 0.05
69120, 0.90
69121, 0.03
69122, 0.05
69123, 0.03
69124, 0.09
69125, 0.05
69126, 0.34
69127, 0.17
69128, 0.03
69129, 0.59
69130, 0.53
69131, 0.25
69132, 0.16
69133, 0.27
69134, 0.05
69135, 0.85
69136, 0.32
69137, 0.18
69138, 0.04
69139, 0.23
69140, 0.12
69141, 0.50
69142, 0.15
69143, 0.04
69144, 0.04
69145, 0.37
69146, 0.03
69147, 0.46
69148, 0.25
69149, 0.44
69150, 0.05
69151, 0.97
69152, 0.41
69153, 0.85
69154, 0.45
69155, 0.05
69156, 0.25
69157, 0.12
69158, 0.04
69159, 0.32
69160, 0.05
69161, 0.05
69162, 0.88
69163, 0.54
69164, 0.97
69165, 0.03
69166, 0.03
69167, 0.21
69168, 0.35
69169, 0.25
69170, 0.15
69171, 0.45
69172, 0.03
69173, 0.90
69174, 0.24
69175, 0.50
69176, 0.12
69177, 0.05
69178, 0.04
69179, 0.72
69180, 0.09
69181, 0.05
69182, 0.03
69183, 0.04
69184, 0.05
69185, 0.95
69186, 0.43
69187, 0.32
69188, 0.04
69189, 0.63
69190, 0.05
69191, 0.05
69192, 0.88
69193, 0.53
69194, 0.04
69195, 0.85
69196, 0.38
69197, 0.34
69198, 0.23
69199, 0.04
69200, 0.97
69201, 0.79
69202, 0.03
69203, 0.37
69204, 0.13
69205, 0.42
69206, 0.19
69207, 0.95
69208, 0.37
69209, 0.42
69210, 0.05
69211, 0.05
69212, 0.05
69213, 0.45
69214, 0.04
69215, 0.47
69216, 0.45
69217, 0.03
69218, 0.68
69219, 0.32
69220, 0.96
69221, 0.05
69222, 0.72
69223, 0.75
69224, 0.14
69225, 0.04
69226, 0.03
69227, 0.15
69228, 0.73
69229, 0.85
69230, 0.05
69231, 0.15
69232, 0.03
69233, 0.25
69234, 0.14
69235, 0.04
69236, 0.44
69237, 0.85
69238, 0.73
69239, 0.05
69240, 0.16
69241, 0.79
69242, 0.59
69243, 0.72
69244, 0.03
69245, 0.47
69246, 0.05
69247, 0.31
69248, 0.75
69249, 0.01
69250, 0.85
69251, 0.05
69252, 0.25
69253, 0.35
69254, 0.32
69255, 0.65
69256, 0.03
69257, 0.03
69258, 0.50
69259, 0.53
69260, 0.14
69261, 0.30
69262, 0.61
69263, 0.05
69264, 0.05
69265, 0.22
69266, 0.05
69267, 0.03
69268, 0.42
69269, 0.23
69270, 0.10
69271, 0.18
69272, 0.23
69273, 0.32
69274, 0.05
69275, 0.84
69276, 0.03
69277, 0.03
69278, 0.26
69279, 0.85
69280, 0.41
69281, 0.04
69282, 0.05
69283, 0.31
69284, 0.81
69285, 0.03
69286, 0.25
69287, 0.32
69288, 0.05
69289, 0.89
69290, 0.28
69291, 0.15
69292, 0.30
69293, 0.62
69294, 0.50
69295, 0.05
69296, 0.11
69297, 0.96
69298, 0.23
69299, 0.25
69300, 0.84
69301, 0.03
69302, 0.25
69303, 0.37
69304, 0.05
69305, 0.05
69306, 0.05
69307, 0.15
69308, 0.04
69309, 0.14
69310, 0.45
69311, 0.85
69312, 0.32
69313, 0.53
69314, 0.77
69315, 0.16
69316, 0.21
69317, 0.03
69318, 0.03
69319, 0.04
69320, 0.05
69321, 0.62
69322, 0.14
69323, 0.29
69324, 0.73
69325, 0.04
69326, 0.46
69327, 0.18
69328, 0.03
69329, 0.03
69330, 0.03
69331, 0.25
69332, 0.03
69333, 0.02
69334, 0.32
69335, 0.68
69336, 0.43
69337, 0.18
69338, 0.56
69339, 0.54
69340, 0.18
69341, 0.04
69342, 0.02
69343, 0.32
69344, 0.65
69345, 0.05
69346, 0.17
69347, 0.92
69348, 0.65
69349, 0.22
69350, 0.91
69351, 0.15
69352, 0.35
69353, 0.57
69354, 0.23
69355, 0.50
69356, 0.97
69357, 0.19
69358, 0.32
69359, 0.71
69360, 0.66
69361, 0.68
69362, 0.62
69363, 0.75
69364, 0.42
69365, 0.04
69366, 0.85
69367, 0.45
69368, 0.59
69369, 0.23
69370, 0.05
69371, 0.05
69372, 0.18
69373, 0.25
69374, 0.25
69375, 0.74
69376, 0.66
69377, 0.31
69378, 0.97
69379, 0.47
69380, 0.04
69381, 0.04
69382, 0.04
69383, 0.03
69384, 0.58
69385, 0.12
69386, 0.45
69387, 0.56
69388, 0.03
69389, 0.45
69390, 0.12
69391, 0.61
69392, 0.35
69393, 0.83
69394, 0.11
69395, 0.04
69396, 0.25
69397, 0.89
69398, 0.25
69399, 0.01
69400, 0.69
69401, 0.53
69402, 0.32
69403, 0.66
69404, 0.19
69405, 0.43
69406, 0.55
69407, 0.97
69408, 0.72
69409, 0.09
69410, 0.05
69411, 0.12
69412, 0.96
69413, 0.03
69414, 0.03
69415, 0.12
69416, 0.05
69417, 0.58
69418, 0.35
69419, 0.23
69420, 0.85
69421, 0.32
69422, 0.88
69423, 0.04
69424, 0.41
69425, 0.96
69426, 0.47
69427, 0.04
69428, 0.96
69429, 0.73
69430, 0.59
69431, 0.25
69432, 0.14
69433, 0.68
69434, 0.86
69435, 0.15
69436, 0.96
69437, 0.27
69438, 0.05
69439, 0.55
69440, 0.12
69441, 0.05
69442, 0.05
69443, 0.50
69444, 0.03
69445, 0.50
69446, 0.62
69447, 0.17
69448, 0.35
69449, 0.05
69450, 0.96
69451, 0.05
69452, 0.08
69453, 0.15
69454, 0.75
69455, 0.05
69456, 0.64
69457, 0.65
69458, 0.50
69459, 0.04
69460, 0.03
69461, 0.22
69462, 0.82
69463, 0.35
69464, 0.31
69465, 0.18
69466, 0.04
69467, 0.04
69468, 0.41
69469, 0.22
69470, 0.70
69471, 0.03
69472, 0.03
69473, 0.05
69474, 0.32
69475, 0.56
69476, 0.03
69477, 0.12
69478, 0.50
69479, 0.23
69480, 0.15
69481, 0.05
69482, 0.54
69483, 0.26
69484, 0.04
69485, 0.88
69486, 0.41
69487, 0.86
69488, 0.04
69489, 0.03
69490, 0.38
69491, 0.12
69492, 0.29
69493, 0.14
69494, 0.32
69495, 0.03
69496, 0.21
69497, 0.04
69498, 0.09
69499, 0.29
69500, 0.35
69501, 0.31
69502, 0.40
69503, 0.60
69504, 0.05
69505, 0.29
69506, 0.04
69507, 0.05
69508, 0.03
69509, 0.21
69510, 0.59
69511, 0.42
69512, 0.95
69513, 0.34
69514, 0.15
69515, 0.72
69516, 0.55
69517, 0.04
69518, 0.25
69519, 0.41
69520, 0.12
69521, 0.46
69522, 0.35
69523, 0.45
69524, 0.46
69525, 0.32
69526, 0.03
69527, 0.15
69528, 0.03
69529, 0.05
69530, 0.28
69531, 0.58
69532, 0.46
69533, 0.97
69534, 0.23
69535, 0.03
69536, 0.14
69537, 0.55
69538, 0.05
69539, 0.05
69540, 0.05
69541, 0.88
69542, 0.19
69543, 0.40
69544, 0.04
69545, 0.05
69546, 0.35
69547, 0.38
69548, 0.15
69549, 0.12
69550, 0.04
69551, 0.03
69552, 0.55
69553, 0.29
69554, 0.12
69555, 0.35
69556, 0.21
69557, 0.37
69558, 0.04
69559, 0.25
69560, 0.02
69561, 0.05
69562, 0.05
69563, 0.30
69564, 0.25
69565, 0.54
69566, 0.45
69567, 0.65
69568, 0.03
69569, 0.38
69570, 0.43
69571, 0.25
69572, 0.16
69573, 0.05
69574, 0.04
69575, 0.38
69576, 0.03
69577, 0.21
69578, 0.05
69579, 0.95
69580, 0.05
69581, 0.03
69582, 0.25
69583, 0.15
69584, 0.86
69585, 0.12
69586, 0.77
69587, 0.55
69588, 0.12
69589, 0.96
69590, 0.46
69591, 0.42
69592, 0.04
69593, 0.05
69594, 0.03
69595, 0.16
69596, 0.65
69597, 0.26
69598, 0.11
69599, 0.28
69600, 0.38
69601, 0.12
69602, 0.63
69603, 0.05
69604, 0.64
69605, 0.95
69606, 0.42
69607, 0.23
69608, 0.04
69609, 0.15
69610, 0.95
69611, 0.26
69612, 0.46
69613, 0.26
69614, 0.17
69615, 0.05
69616, 0.59
69617, 0.89
69618, 0.96
69619, 0.97
69620, 0.12
69621, 0.27
69622, 0.05
69623, 0.18
69624, 0.04
69625, 0.41
69626, 0.96
69627, 0.95
69628, 0.50
69629, 0.05
69630, 0.55
69631, 0.96
69632, 0.96
69633, 0.25
69634, 0.55
69635, 0.03
69636, 0.04
69637, 0.81
69638, 0.50
69639, 0.18
69640, 0.73
69641, 0.95
69642, 0.91
69643, 0.19
69644, 0.46
69645, 0.95
69646, 0.68
69647, 0.14
69648, 0.84
69649, 0.86
69650, 0.04
69651, 0.70
69652, 0.59
69653, 0.38
69654, 0.74
69655, 0.86
69656, 0.35
69657, 0.03
69658, 0.23
69659, 0.85
69660, 0.86
69661, 0.31
69662, 0.03
69663, 0.32
69664, 0.12
69665, 0.14
69666, 0.32
69667, 0.62
69668, 0.04
69669, 0.14
69670, 0.05
69671, 0.04
69672, 0.03
69673, 0.95
69674, 0.35
69675, 0.34
69676, 0.25
69677, 0.03
69678, 0.04
69679, 0.41
69680, 0.22
69681, 0.36
69682, 0.14
69683, 0.31
69684, 0.55
69685, 0.04
69686, 0.05
69687, 0.05
69688, 0.16
69689, 0.68
69690, 0.05
69691, 0.96
69692, 0.45
69693, 0.04
69694, 0.59
69695, 0.26
69696, 0.38
69697, 0.25
69698, 0.03
69699, 0.32
69700, 0.28
69701, 0.81
69702, 0.22
69703, 0.41
69704, 0.03
69705, 0.23
69706, 0.04
69707, 0.45
69708, 0.25
69709, 0.59
69710, 0.15
69711, 0.04
69712, 0.65
69713, 0.88
69714, 0.81
69715, 0.17
69716, 0.25
69717, 0.12
69718, 0.05
69719, 0.35
69720, 0.95
69721, 0.04
69722, 0.12
69723, 0.25
69724, 0.05
69725, 0.05
69726, 0.66
69727, 0.65
69728, 0.03
69729, 0.15
69730, 0.04
69731, 0.04
69732, 0.34
69733, 0.03
69734, 0.09
69735, 0.96
69736, 0.05
69737, 0.61
69738, 0.05
69739, 0.42
69740, 0.54
69741, 0.09
69742, 0.96
69743, 0.05
69744, 0.65
69745, 0.05
69746, 0.54
69747, 0.05
69748, 0.35
69749, 0.85
69750, 0.04
69751, 0.39
69752, 0.75
69753, 0.38
69754, 0.25
69755, 0.88
69756, 0.05
69757, 0.96
69758, 0.03
69759, 0.05
69760, 0.86
69761, 0.25
69762, 0.15
69763, 0.44
69764, 0.04
69765, 0.89
69766, 0.25
69767, 0.04
69768, 0.04
69769, 0.35
69770, 0.15
69771, 0.25
69772, 0.04
69773, 0.26
69774, 0.21
69775, 0.35
69776, 0.43
69777, 0.25
69778, 0.75
69779, 0.04
69780, 0.03
69781, 0.88
69782, 0.95
69783, 0.05
69784, 0.19
69785, 0.03
69786, 0.32
69787, 0.96
69788, 0.77
69789, 0.14
69790, 0.96
69791, 0.55
69792, 0.75
69793, 0.68
69794, 0.41
69795, 0.35
69796, 0.03
69797, 0.50
69798, 0.82
69799, 0.34
69800, 0.41
69801, 0.65
69802, 0.36
69803, 0.53
69804, 0.12
69805, 0.32
69806, 0.14
69807, 0.39
69808, 0.50
69809, 0.25
69810, 0.25
69811, 0.62
69812, 0.73
69813, 0.15
69814, 0.43
69815, 0.15
69816, 0.35
69817, 0.03
69818, 0.53
69819, 0.38
69820, 0.19
69821, 0.04
69822, 0.38
69823, 0.75
69824, 0.29
69825, 0.65
69826, 0.05
69827, 0.04
69828, 0.31
69829, 0.05
69830, 0.68
69831, 0.03
69832, 0.38
69833, 0.38
69834, 0.57
69835, 0.35
69836, 0.12
69837, 0.03
69838, 0.59
69839, 0.12
69840, 0.23
69841, 0.41
69842, 0.04
69843, 0.55
69844, 0.05
69845, 0.05
69846, 0.96
69847, 0.17
69848, 0.88
69849, 0.12
69850, 0.28
69851, 0.05
69852, 0.95
69853, 0.04
69854, 0.42
69855, 0.04
69856, 0.15
69857, 0.03
69858, 0.54
69859, 0.05
69860, 0.21
69861, 0.04
69862, 0.21
69863, 0.23
69864, 0.04
69865, 0.05
69866, 0.70
69867, 0.42
69868, 0.34
69869, 0.03
69870, 0.37
69871, 0.12
69872, 0.03
69873, 0.15
69874, 0.04
69875, 0.04
69876, 0.75
69877, 0.65
69878, 0.88
69879, 0.18
69880, 0.47
69881, 0.09
69882, 0.92
69883, 0.50
69884, 0.35
69885, 0.62
69886, 0.05
69887, 0.05
69888, 0.81
69889, 0.05
69890, 0.25
69891, 0.55
69892, 0.55
69893, 0.25
69894, 0.03
69895, 0.05
69896, 0.29
69897, 0.68
69898, 0.32
69899, 0.79
69900, 0.86
69901, 0.17
69902, 0.05
69903, 0.04
69904, 0.31
69905, 0.38
69906, 0.14
69907, 0.05
69908, 0.38
69909, 0.55
69910, 0.04
69911, 0.59
69912, 0.15
69913, 0.03
69914, 0.05
69915, 0.05
69916, 0.65
69917, 0.66
69918, 0.04
69919, 0.41
69920, 0.85
69921, 0.26
69922, 0.04
69923, 0.37
69924, 0.15
69925, 0.30
69926, 0.32
69927, 0.03
69928, 0.17
69929, 0.91
69930, 0.59
69931, 0.05
69932, 0.65
69933, 0.77
69934, 0.03
69935, 0.30
69936, 0.50
69937, 0.88
69938, 0.05
69939, 0.23
69940, 0.35
69941, 0.04
69942, 0.41
69943, 0.50
69944, 0.04
69945, 0.05
69946, 0.15
69947, 0.50
69948, 0.65
69949, 0.05
69950, 0.03
69951, 0.65
69952, 0.35
69953, 0.88
69954, 0.65
69955, 0.05
69956, 0.75
69957, 0.15
69958, 0.32
69959, 0.30
69960, 0.95
69961, 0.38
69962, 0.03
69963, 0.16
69964, 0.04
69965, 0.03
69966, 0.05
69967, 0.05
69968, 0.02
69969, 0.03
69970, 0.03
69971, 0.71
69972, 0.19
69973, 0.09
69974, 0.81
69975, 0.97
69976, 0.58
69977, 0.95
69978, 0.29
69979, 0.05
69980, 0.97
69981, 0.03
69982, 0.04
69983, 0.50
69984, 0.45
69985, 0.88
69986, 0.25
69987, 0.05
69988, 0.05
69989, 0.04
69990, 0.88
69991, 0.85
69992, 0.04
69993, 0.25
69994, 0.97
69995, 0.04
69996, 0.59
69997, 0.03
69998, 0.79
69999, 0.75
70000, 0.05
70001, 0.68
70002, 0.35
70003, 0.09
70004, 0.04
70005, 0.96
70006, 0.23
70007, 0.21
70008, 0.75
70009, 0.47
70010, 0.03
70011, 0.75
70012, 0.05
70013, 0.05
70014, 0.03
70015, 0.35
70016, 0.75
70017, 0.55
70018, 0.05
70019, 0.35
70020, 0.03
70021, 0.37
70022, 0.68
70023, 0.16
70024, 0.29
70025, 0.05
70026, 0.19
70027, 0.95
70028, 0.42
70029, 0.15
70030, 0.95
70031, 0.23
70032, 0.15
70033, 0.05
70034, 0.95
70035, 0.26
70036, 0.04
70037, 0.04
70038, 0.45
70039, 0.23
70040, 0.05
70041, 0.05
70042, 0.03
70043, 0.13
70044, 0.79
70045, 0.15
70046, 0.45
70047, 0.75
70048, 0.45
70049, 0.04
70050, 0.38
70051, 0.46
70052, 0.65
70053, 0.58
70054, 0.95
70055, 0.05
70056, 0.05
70057, 0.11
70058, 0.43
70059, 0.04
70060, 0.05
70061, 0.15
70062, 0.65
70063, 0.05
70064, 0.12
70065, 0.68
70066, 0.03
70067, 0.12
70068, 0.04
70069, 0.14
70070, 0.03
70071, 0.04
70072, 0.32
70073, 0.35
70074, 0.21
70075, 0.77
70076, 0.15
70077, 0.95
70078, 0.26
70079, 0.05
70080, 0.04
70081, 0.39
70082, 0.15
70083, 0.15
70084, 0.04
70085, 0.68
70086, 0.15
70087, 0.05
70088, 0.03
70089, 0.59
70090, 0.03
70091, 0.04
70092, 0.15
70093, 0.97
70094, 0.77
70095, 0.15
70096, 0.75
70097, 0.70
70098, 0.78
70099, 0.59
70100, 0.12
70101, 0.05
70102, 0.12
70103, 0.57
70104, 0.19
70105, 0.72
70106, 0.96
70107, 0.05
70108, 0.05
70109, 0.46
70110, 0.47
70111, 0.71
70112, 0.66
70113, 0.72
70114, 0.01
70115, 0.62
70116, 0.15
70117, 0.35
70118, 0.04
70119, 0.21
70120, 0.05
70121, 0.58
70122, 0.68
70123, 0.85
70124, 0.04
70125, 0.75
70126, 0.12
70127, 0.84
70128, 0.97
70129, 0.03
70130, 0.03
70131, 0.41
70132, 0.96
70133, 0.04
70134, 0.47
70135, 0.05
70136, 0.03
70137, 0.34
70138, 0.14
70139, 0.69
70140, 0.25
70141, 0.31
70142, 0.05
70143, 0.55
70144, 0.23
70145, 0.03
70146, 0.63
70147, 0.21
70148, 0.35
70149, 0.30
70150, 0.05
70151, 0.25
70152, 0.50
70153, 0.55
70154, 0.35
70155, 0.21
70156, 0.25
70157, 0.05
70158, 0.03
70159, 0.97
70160, 0.14
70161, 0.35
70162, 0.59
70163, 0.85
70164, 0.19
70165, 0.30
70166, 0.04
70167, 0.15
70168, 0.04
70169, 0.05
70170, 0.35
70171, 0.23
70172, 0.05
70173, 0.05
70174, 0.11
70175, 0.75
70176, 0.65
70177, 0.82
70178, 0.38
70179, 0.55
70180, 0.79
70181, 0.04
70182, 0.15
70183, 0.09
70184, 0.37
70185, 0.05
70186, 0.03
70187, 0.05
70188, 0.71
70189, 0.35
70190, 0.42
70191, 0.15
70192, 0.19
70193, 0.84
70194, 0.62
70195, 0.79
70196, 0.05
70197, 0.54
70198, 0.65
70199, 0.03
70200, 0.53
70201, 0.04
70202, 0.32
70203, 0.35
70204, 0.32
70205, 0.10
70206, 0.03
70207, 0.64
70208, 0.46
70209, 0.04
70210, 0.55
70211, 0.25
70212, 0.75
70213, 0.05
70214, 0.11
70215, 0.34
70216, 0.45
70217, 0.05
70218, 0.65
70219, 0.05
70220, 0.28
70221, 0.41
70222, 0.05
70223, 0.53
70224, 0.97
70225, 0.04
70226, 0.05
70227, 0.55
70228, 0.72
70229, 0.21
70230, 0.21
70231, 0.25
70232, 0.04
70233, 0.25
